Tree ID,Name,Oxygen_Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
7728,Ostrya carpinifolia,3.4,10,3,2,3.1
7729,Ostrya carpinifolia,10.6,8,2.4,3,7.1
7730,Ostrya carpinifolia,10.6,10,3,4,12.6
7731,Ostrya carpinifolia,8.9,10,3,4,12.6
7732,Ostrya carpinifolia,13.1,10,3,4,12.6
7733,Ostrya carpinifolia,8.9,10,3,3,7.1
7734,Ostrya carpinifolia,8.9,8,2.4,3,7.1
7735,Ostrya carpinifolia,14,10,3,6,28.3
7736,Ostrya carpinifolia,4,10,3,4,12.6
7737,Ostrya carpinifolia,14,12,3.6,5,19.6
7738,Ostrya carpinifolia,13.1,10,3,4,12.6
7739,Ostrya carpinifolia,5.3,12,3.6,5,19.6
7740,Ostrya carpinifolia,6,9,2.7,4,12.6
7742,Ostrya carpinifolia,10.6,12,3.6,4,12.6
7743,Ostrya carpinifolia,10.6,12,3.6,4,12.6
7744,Ostrya carpinifolia,13.1,12,3.6,4,12.6
7745,Ostrya carpinifolia,13.1,12,3.6,4,12.6
7746,Ostrya carpinifolia,9.699999999999999,11,3.3,6,28.3
7747,Ostrya carpinifolia,8.199999999999999,11,3.3,3,7.1
7748,Ostrya carpinifolia,3.4,11,3.3,6,28.3
7749,Ostrya carpinifolia,4,9,2.7,3,7.1
7750,Ostrya carpinifolia,13.1,12,3.6,6,28.3
7751,Ostrya carpinifolia,10.6,9,2.7,4,12.6
7752,Betula pendula,29.1,13,3.9,6,28.3
7753,Quercus petraea,9.300000000000001,10,3,12,113.1
7755,Betula pendula,19.3,12,3.6,8,50.3
7756,Betula pendula,6.3,8,2.4,4,12.6
7757,Betula pendula,15.1,7,2.1,5,19.6
7758,Aesculus hippocastanum,36.1,12,3.6,8,50.3
7759,Aesculus hippocastanum,9.199999999999999,6,1.8,6,28.3
7760,Aesculus hippocastanum,67.2,12,3.6,12,113.1
7761,Aesculus hippocastanum,75.40000000000001,13,3.9,9,63.6
7762,Aesculus hippocastanum,30.1,13,3.9,6,28.3
7763,Aesculus hippocastanum,32.1,13,3.9,8,50.3
7764,Aesculus hippocastanum,4.4,5,1.5,4,12.6
7765,Aesculus hippocastanum,42.7,12,3.6,10,78.5
7766,Aesculus hippocastanum,62.2,13,3.9,12,113.1
7767,Aesculus hippocastanum,34.2,13,3.9,7,38.5
7768,Aesculus hippocastanum,6,5,1.5,3,7.1
7769,Aesculus hippocastanum,3,5,1.5,4,12.6
7770,Aesculus hippocastanum,37.9,10,3,10,78.5
7771,Aesculus hippocastanum,19,13,3.9,4,12.6
7772,Aesculus hippocastanum,47.3,12,3.6,9,63.6
7773,Aesculus hippocastanum,4.4,5,1.5,3,7.1
7774,Platanus x hispanica,60.1,22,6.6,15,176.7
7775,Platanus x hispanica,0.7,22,6.6,16,201.1
7776,Platanus x hispanica,93.09999999999999,23,6.9,21,346.4
7777,Platanus x hispanica,42,22,6.6,13,132.7
7778,Platanus x hispanica,48.2,21,6.3,8,50.3
7779,Platanus x hispanica,80.2,22,6.6,15,176.7
7780,Platanus x hispanica,68.40000000000001,21,6.3,13,132.7
7781,Platanus x hispanica,87.40000000000001,23,6.9,14,153.9
7782,Platanus x hispanica,97.2,25,7.5,14,153.9
7783,Platanus x hispanica,80.2,23,6.9,17,227
7784,Platanus x hispanica,89.90000000000001,23,6.9,10,78.5
7785,Platanus x hispanica,71.2,21,6.3,9,63.6
7786,Platanus x hispanica,93.09999999999999,25,7.5,19,283.5
7787,Platanus x hispanica,87.40000000000001,23,6.9,13,132.7
7788,Platanus x hispanica,97.2,22,6.6,11,95
7789,Platanus x hispanica,28.1,22,6.6,13,132.7
7790,Platanus x hispanica,5,24,7.2,18,254.5
7791,Celtis australis,5.6,14,4.2,12,113.1
7792,Celtis australis,5.6,18,5.4,9,63.6
7793,Platanus x hispanica,87.40000000000001,25,7.5,18,254.5
7794,Platanus x hispanica,54.7,21,6.3,15,176.7
7795,Platanus x hispanica,82.59999999999999,19,5.7,13,132.7
7796,Platanus x hispanica,80.2,24,7.2,21,346.4
7797,Platanus x hispanica,87.40000000000001,21,6.3,18,254.5
7798,Platanus x hispanica,42,20,6,10,78.5
7799,Platanus x hispanica,82.59999999999999,23,6.9,11,95
7800,Platanus x hispanica,82.59999999999999,21,6.3,12,113.1
7801,Platanus x hispanica,82.59999999999999,19,5.7,17,227
7802,Platanus x hispanica,0.7,28,8.4,25,490.9
7803,Celtis australis,5.8,16,4.8,14,153.9
7804,Celtis australis,5.4,16,4.8,12,113.1
7805,Celtis australis,5.8,15,4.5,11,95
7806,Platanus x hispanica,2,4,1.2,2,3.1
7807,Acer campestre,3.3,4,1.2,2,3.1
7808,Acer campestre,3.3,4,1.2,2,3.1
7809,Acer platanoides,35.7,9,2.7,6,28.3
7810,Acer campestre,3.3,4,1.2,2,3.1
7811,Liriodendron tulipifera,4.9,4,1.2,2,3.1
7812,Liriodendron tulipifera,1.9,4,1.2,1,0.8
7813,Liriodendron tulipifera,2.8,4,1.2,1,0.8
7814,Acer platanoides,26,9,2.7,6,28.3
7815,Acer campestre,2.7,4,1.2,2,3.1
7816,Acer campestre,4.6,6,1.8,3,7.1
7818,Liriodendron tulipifera,8.6,5,1.5,3,7.1
7819,Liriodendron tulipifera,2.8,2,0.6,1,0.8
7820,Liriodendron tulipifera,6.7,5,1.5,2,3.1
7821,Acer campestre,2,4,1.2,1,0.8
7822,Liriodendron tulipifera,6.7,5,1.5,3,7.1
7823,Acer campestre,3.3,4,1.2,3,7.1
7824,Acer campestre,3.3,4,1.2,3,7.1
7825,Acer campestre,3.4,5,1.5,3,7.1
7826,Acer campestre,4.5,5,1.5,3,7.1
7827,Acer campestre,6.7,7,2.1,4,12.6
7828,Acer platanoides,23.2,9,2.7,5,19.6
7829,Acer campestre,3.4,5,1.5,3,7.1
7830,Acer campestre,3.4,5,1.5,3,7.1
7831,Acer campestre,2,4,1.2,2,3.1
7832,Acer campestre,2.7,4,1.2,2,3.1
7833,Acer campestre,4.6,6,1.8,3,7.1
7834,Acer campestre,3.3,4,1.2,1,0.8
7835,Acer platanoides,11,7,2.1,4,12.6
7836,Acer campestre,1.3,2,0.6,1,0.8
7837,Acer campestre,5.9,7,2.1,3,7.1
7838,Acer campestre,5.9,7,2.1,2,3.1
7839,Acer campestre,5.5,4,1.2,2,3.1
7840,Acer campestre,2,3,0.9,1,0.8
7841,Acer campestre,2.7,5,1.5,2,3.1
7842,Acer campestre,2,4,1.2,2,3.1
7843,Acer campestre,2,4,1.2,2,3.1
7844,Acer campestre,2,4,1.2,2,3.1
7845,Acer campestre,2,4,1.2,2,3.1
7846,Acer campestre,5.9,7,2.1,5,19.6
7847,Acer campestre,3.3,4,1.2,2,3.1
7848,Acer campestre,2.7,4,1.2,2,3.1
7849,Acer platanoides,11,7,2.1,3,7.1
7850,Acer campestre,2,4,1.2,1,0.8
7851,Acer platanoides,26,9,2.7,6,28.3
7852,Acer campestre,2.7,4,1.2,2,3.1
7853,Acer campestre,2.7,4,1.2,2,3.1
7854,Acer campestre,2,4,1.2,2,3.1
7855,Acer campestre,3.4,5,1.5,2,3.1
7856,Acer campestre,1.4,4,1.2,1,0.8
7857,Acer campestre,2.7,4,1.2,1,0.8
7858,Acer campestre,1.4,4,1.2,1,0.8
7859,Acer campestre,3.3,4,1.2,2,3.1
7860,Acer campestre,5.6,5,1.5,2,3.1
7861,Acer campestre,2.7,4,1.2,1,0.8
7862,Acer campestre,5.7,6,1.8,2,3.1
7864,Acer platanoides,28.8,9,2.7,5,19.6
7865,Acer campestre,3.5,6,1.8,3,7.1
7866,Acer campestre,2.7,4,1.2,2,3.1
7867,Acer campestre,3.3,4,1.2,2,3.1
7868,Acer campestre,3.3,4,1.2,2,3.1
7869,Acer campestre,2,3,0.9,2,3.1
7870,Acer campestre,3.2,3,0.9,3,7.1
7871,Acer campestre,4.6,6,1.8,2,3.1
7872,Acer campestre,2,3,0.9,1,0.8
7873,Acer campestre,2,4,1.2,1,0.8
7874,Acer campestre,2,4,1.2,2,3.1
7875,Acer campestre,2.8,6,1.8,3,7.1
7876,Acer campestre,2,4,1.2,2,3.1
7877,Acer campestre,3.4,5,1.5,3,7.1
7878,Acer campestre,11.1,8,2.4,4,12.6
7879,Acer campestre,2.7,5,1.5,2,3.1
7880,Acer campestre,2,4,1.2,1,0.8
7881,Acer campestre,4.6,6,1.8,3,7.1
7882,Acer campestre,2,4,1.2,1,0.8
7883,Acer campestre,2,4,1.2,1,0.8
7884,Acer campestre,2.7,5,1.5,3,7.1
7885,Acer campestre,1.4,3,0.9,1,0.8
7886,Acer platanoides,8.6,6,1.8,3,7.1
7887,Acer campestre,6.7,7,2.1,4,12.6
7888,Acer campestre,6.8,8,2.4,4,12.6
7889,Acer campestre,2,4,1.2,2,3.1
7890,Acer campestre,2,4,1.2,2,3.1
7891,Acer campestre,2,4,1.2,2,3.1
7892,Acer campestre,1.4,3,0.9,1,0.8
7893,Acer campestre,2.7,4,1.2,2,3.1
7895,Acer campestre,3.3,4,1.2,3,7.1
7896,Acer campestre,4.5,5,1.5,3,7.1
7899,Acer campestre,4.5,5,1.5,3,7.1
7900,Acer campestre,2.7,5,1.5,3,7.1
7901,Acer campestre,4.5,5,1.5,3,7.1
7903,Acer campestre,2,4,1.2,3,7.1
7904,Acer campestre,2,4,1.2,3,7.1
7905,Acer negundo,28.8,9,2.7,6,28.3
7906,Acer negundo,14.4,12,3.6,5,19.6
7907,Acer negundo,13.6,8,2.4,5,19.6
7908,Acer campestre,5.7,6,1.8,6,28.3
7909,Acer negundo,8.699999999999999,6,1.8,5,19.6
7910,Acer campestre,3.3,4,1.2,3,7.1
7911,Acer negundo,8.699999999999999,6,1.8,4,12.6
7912,Acer campestre,2.7,4,1.2,2,3.1
7913,Acer campestre,2.7,4,1.2,2,3.1
7914,Acer campestre,2.7,4,1.2,2,3.1
7915,Acer negundo,6.8,5,1.5,3,7.1
7916,Acer campestre,2.7,4,1.2,2,3.1
7917,Acer campestre,2.7,4,1.2,2,3.1
7918,Acer campestre,2.7,4,1.2,2,3.1
7920,Acer campestre,2.7,4,1.2,2,3.1
7922,Acer campestre,2.7,4,1.2,2,3.1
7923,Acer campestre,6.5,6,1.8,3,7.1
7924,Acer campestre,3.4,5,1.5,3,7.1
7925,Acer campestre,5.7,6,1.8,3,7.1
7926,Acer campestre,4.5,5,1.5,3,7.1
7927,Acer negundo,10.3,8,2.4,6,28.3
7928,Acer negundo,21.2,10,3,6,28.3
7929,Acer campestre,6.8,8,2.4,5,19.6
7930,Acer campestre,6.3,7,2.1,6,28.3
7931,Acer negundo,25.1,10,3,8,50.3
7932,Acer campestre,4.6,6,1.8,6,28.3
7933,Acer campestre,2,4,1.2,2,3.1
7934,Acer campestre,2.7,5,1.5,3,7.1
7935,Acer campestre,2.7,5,1.5,3,7.1
7936,Acer campestre,5.7,6,1.8,4,12.6
7937,Acer campestre,4.6,6,1.8,4,12.6
7938,Acer campestre,4.6,6,1.8,4,12.6
7940,Acer campestre,5.7,6,1.8,4,12.6
7941,Acer campestre,4.6,6,1.8,4,12.6
7943,Acer campestre,2.7,5,1.5,3,7.1
7945,Acer campestre,4.5,5,1.5,6,28.3
7946,Acer campestre,4.5,5,1.5,6,28.3
7947,Acer campestre,5.6,5,1.5,6,28.3
7948,Acer campestre,5.6,5,1.5,6,28.3
7949,Tilia x europaea,61.8,15,4.5,8,50.3
7950,Tilia x europaea,61.8,16,4.8,8,50.3
7951,Tilia x europaea,61.8,14,4.2,8,50.3
7952,Tilia x europaea,61.8,15,4.5,8,50.3
7953,Tilia x europaea,97.5,20,6,8,50.3
7954,Tilia x europaea,61.8,15,4.5,8,50.3
7955,Aesculus hippocastanum,7.9,6,1.8,6,28.3
7956,Aesculus hippocastanum,7.9,6,1.8,8,50.3
7957,Aesculus hippocastanum,8,7,2.1,8,50.3
7958,Aesculus hippocastanum,16.5,6,1.8,7,38.5
7959,Corylus colurna,3.7,3,0.9,1,0.8
7960,Corylus colurna,6.5,5,1.5,2,3.1
7961,Corylus colurna,3.7,3,0.9,1,0.8
7962,Corylus colurna,3.7,3,0.9,1,0.8
7963,Robinia pseudoacacia,24,8,2.4,8,50.3
7965,Corylus colurna,10.6,5,1.5,5,19.6
7966,Corylus colurna,3.7,3,0.9,1,0.8
7967,Corylus colurna,8.1,5,1.5,4,12.6
7968,Corylus colurna,8.1,5,1.5,4,12.6
7969,Corylus colurna,8.1,5,1.5,4,12.6
7970,Robinia pseudoacacia,15.7,10,3,8,50.3
7971,Corylus colurna,8.1,5,1.5,3,7.1
7972,Corylus colurna,3.7,3,0.9,1,0.8
7973,Corylus colurna,10.6,6,1.8,3,7.1
7974,Corylus colurna,10.6,6,1.8,3,7.1
7975,Corylus colurna,10.6,6,1.8,3,7.1
7976,Robinia pseudoacacia,12.1,10,3,6,28.3
7978,Corylus colurna,3.7,4,1.2,1,0.8
7979,Pinus nigra,10.4,15,4.5,8,50.3
7980,Pinus nigra,10.4,15,4.5,6,28.3
7981,Pinus nigra,14,15,4.5,6,28.3
7982,Pinus nigra,11.6,15,4.5,4,12.6
7983,Pinus nigra,9.300000000000001,15,4.5,5,19.6
7984,Pinus nigra,10.4,15,4.5,4,12.6
7985,Pinus nigra,6.6,13,3.9,4,12.6
7986,Pinus nigra,6.3,13,3.9,6,28.3
7987,Pinus nigra,10.1,12,3.6,4,12.6
7988,Pinus nigra,7.3,13,3.9,4,12.6
7989,Pinus nigra,8.1,14,4.2,4,12.6
7990,Pinus nigra,10.5,16,4.8,5,19.6
7991,Pinus nigra,12.5,16,4.8,6,28.3
7992,Pinus nigra,8.6,15,4.5,4,12.6
7993,Pinus nigra,8.6,15,4.5,4,12.6
7994,Pinus nigra,30.5,16,4.8,8,50.3
7995,Pinus nigra,12.5,16,4.8,6,28.3
7996,Pinus nigra,6.2,16,4.8,4,12.6
7997,Pinus nigra,14.3,14,4.2,6,28.3
7998,Tilia x europaea,12.2,6,1.8,5,19.6
7999,Abies alba,14.8,18,5.4,12,113.1
8000,Abies alba,16.3,16,4.8,12,113.1
8001,Abies alba,10.8,12,3.6,6,28.3
8002,Abies alba,17.9,18,5.4,8,50.3
8003,Abies alba,16.3,18,5.4,8,50.3
8004,Abies alba,11.1,16,4.8,9,63.6
8005,Abies alba,9.9,15,4.5,6,28.3
8006,Abies alba,13.2,18,5.4,6,28.3
8007,Abies alba,16.3,16,4.8,5,19.6
8008,Carpinus betulus,9.9,10,3,6,28.3
8009,Carpinus betulus,9.9,8,2.4,6,28.3
8010,Carpinus betulus,9.9,12,3.6,6,28.3
8011,Carpinus betulus,9.9,12,3.6,6,28.3
8012,Carpinus betulus,16.4,12,3.6,7,38.5
8013,Acer platanoides,17.1,9,2.7,7,38.5
8014,Acer platanoides,30.2,13,3.9,8,50.3
8015,Abies alba,9.300000000000001,8,2.4,4,12.6
8016,Abies alba,7.2,9,2.7,5,19.6
8017,Pyrus communis,7.7,6,1.8,2,3.1
8018,Tilia cordata,4.7,7,2.1,5,19.6
8019,Tilia cordata,7,8,2.4,4,12.6
8020,Tilia cordata,7,6,1.8,5,19.6
8021,Acer rubrum,5.9,4,1.2,6,28.3
8022,Ulmus minor,41.6,10,3,11,95
8023,Sophora japonica,15,13,3.9,10,78.5
8024,Celtis australis,2.6,7,2.1,6,28.3
8025,Sophora japonica,17.5,15,4.5,9,63.6
8026,Celtis australis,2.8,5,1.5,6,28.3
8027,Celtis australis,1.4,4,1.2,2,3.1
8028,Celtis australis,2.8,7,2.1,7,38.5
8029,Sophora japonica,17.5,16,4.8,10,78.5
8030,Celtis australis,2.8,7,2.1,8,50.3
8031,Celtis australis,3.1,7,2.1,8,50.3
8032,Celtis australis,2.6,6,1.8,7,38.5
8033,Celtis australis,1.8,6,1.8,4,12.6
8034,Sophora japonica,32.2,16,4.8,15,176.7
8035,Celtis australis,2.8,7,2.1,8,50.3
8036,Celtis australis,3,7,2.1,8,50.3
8038,Celtis australis,1.1,4,1.2,1,0.8
8040,Sophora japonica,17.5,10,3,8,50.3
8041,Sophora japonica,20.9,12,3.6,10,78.5
8042,Sophora japonica,32.2,15,4.5,14,153.9
8043,Celtis australis,2.8,6,1.8,6,28.3
8045,Celtis australis,2.8,6,1.8,6,28.3
8046,Celtis australis,3.1,6,1.8,6,28.3
8047,Celtis australis,2.8,6,1.8,7,38.5
8048,Sophora japonica,24.5,15,4.5,11,95
8049,Celtis australis,1.1,4,1.2,1,0.8
8050,Celtis australis,3.5,7,2.1,8,50.3
8051,Celtis australis,3.5,8,2.4,10,78.5
8052,Sophora japonica,17.5,10,3,10,78.5
8053,Celtis australis,2.6,6,1.8,7,38.5
8054,Sophora japonica,28.2,10,3,12,113.1
8055,Celtis australis,1.1,4,1.2,1,0.8
8056,Celtis australis,1.6,4,1.2,2,3.1
8057,Celtis australis,2.8,8,2.4,8,50.3
8058,Sophora japonica,24.5,9,2.7,10,78.5
8059,Sophora japonica,20.9,12,3.6,10,78.5
8060,Celtis australis,2.5,7,2.1,7,38.5
8061,Celtis australis,3,12,3.6,10,78.5
8062,Sophora japonica,24.5,12,3.6,13,132.7
8063,Celtis australis,2.8,6,1.8,8,50.3
8064,Sophora japonica,28.2,12,3.6,12,113.1
8065,Celtis australis,2.5,8,2.4,6,28.3
8066,Celtis australis,2.5,7,2.1,6,28.3
8067,Celtis australis,2.5,7,2.1,6,28.3
8068,Sophora japonica,24.5,12,3.6,8,50.3
8069,Sophora japonica,32.2,14,4.2,13,132.7
8070,Celtis australis,2.5,7,2.1,8,50.3
8072,Sophora japonica,8.800000000000001,9,2.7,8,50.3
8073,Celtis australis,2.6,8,2.4,9,63.6
8074,Sophora japonica,32,12,3.6,12,113.1
8075,Celtis australis,3,7,2.1,7,38.5
8076,Celtis australis,3.1,7,2.1,8,50.3
8077,Celtis australis,3,7,2.1,7,38.5
8078,Celtis australis,3.9,8,2.4,8,50.3
8079,Celtis australis,3.7,6,1.8,6,28.3
8080,Celtis australis,2.3,4,1.2,5,19.6
8081,Celtis australis,3.1,8,2.4,8,50.3
8082,Celtis australis,2.6,4,1.2,4,12.6
8083,Celtis australis,1.4,3,0.9,1,0.8
8084,Celtis australis,3.5,8,2.4,8,50.3
8085,Celtis australis,2.6,6,1.8,5,19.6
8086,Sophora japonica,20.9,10,3,13,132.7
8087,Sophora japonica,17.5,10,3,10,78.5
8088,Celtis australis,1.6,5,1.5,3,7.1
8089,Sophora japonica,20.9,10,3,12,113.1
8090,Sophora japonica,17.5,10,3,6,28.3
8091,Celtis australis,1.1,4,1.2,1,0.8
8092,Celtis australis,2.8,7,2.1,7,38.5
8093,Sophora japonica,18.8,9,2.7,11,95
8094,Celtis australis,3.5,6,1.8,8,50.3
8095,Sophora japonica,24.5,9,2.7,13,132.7
8096,Sophora japonica,24.5,12,3.6,13,132.7
8097,Celtis australis,1.1,4,1.2,1,0.8
8098,Celtis australis,3.5,7,2.1,9,63.6
8099,Celtis australis,3.1,7,2.1,7,38.5
8100,Celtis australis,2.6,8,2.4,8,50.3
8101,Sophora japonica,32.2,14,4.2,13,132.7
8102,Celtis australis,2.6,6,1.8,6,28.3
8103,Sophora japonica,20.9,12,3.6,13,132.7
8104,Celtis australis,2.6,7,2.1,6,28.3
8105,Sophora japonica,32.2,15,4.5,8,50.3
8106,Sophora japonica,32.2,9,2.7,10,78.5
8107,Celtis australis,2.6,7,2.1,7,38.5
8108,Quercus robur,6.1,5,1.5,2,3.1
8109,Sophora japonica,20.9,10,3,11,95
8110,Sophora japonica,32.2,13,3.9,12,113.1
8111,Celtis australis,3.1,9,2.7,9,63.6
8112,Celtis australis,2.8,8,2.4,8,50.3
8113,Celtis australis,2.5,6,1.8,6,28.3
8114,Celtis australis,3.5,8,2.4,8,50.3
8115,Sophora japonica,20.9,12,3.6,9,63.6
8116,Celtis australis,3.5,10,3,10,78.5
8117,Celtis australis,3.1,8,2.4,8,50.3
8118,Celtis australis,4.3,8,2.4,8,50.3
8119,Celtis australis,3.7,10,3,10,78.5
8120,Celtis australis,3.5,10,3,10,78.5
8121,Sophora japonica,32.2,13,3.9,12,113.1
8122,Celtis australis,3.9,10,3,10,78.5
8123,Celtis australis,1.1,3,0.9,1,0.8
8124,Celtis australis,3.5,8,2.4,8,50.3
8125,Celtis australis,3.9,10,3,10,78.5
8126,Sophora japonica,32.2,15,4.5,12,113.1
8127,Celtis australis,2.6,8,2.4,7,38.5
8128,Celtis australis,2.8,8,2.4,7,38.5
8129,Sophora japonica,32.2,14,4.2,12,113.1
8130,Celtis australis,3.1,8,2.4,10,78.5
8131,Sophora japonica,24.5,12,3.6,12,113.1
8132,Celtis australis,3.1,10,3,10,78.5
8133,Celtis australis,3.1,10,3,10,78.5
8134,Celtis australis,3.5,10,3,10,78.5
8135,Sophora japonica,24.5,15,4.5,14,153.9
8136,Celtis australis,3.5,10,3,10,78.5
8137,Celtis australis,3.1,10,3,8,50.3
8138,Sophora japonica,32.2,13,3.9,14,153.9
8139,Celtis australis,3.1,10,3,10,78.5
8140,Sophora japonica,11.5,7,2.1,10,78.5
8141,Sophora japonica,17.5,12,3.6,10,78.5
8142,Celtis australis,2.6,7,2.1,6,28.3
8145,Tilia x europaea,79.09999999999999,18,5.4,8,50.3
8146,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8147,Tilia x europaea,15.6,8,2.4,6,28.3
8148,Tilia x europaea,17.9,9,2.7,7,38.5
8149,Tilia x europaea,79.09999999999999,13,3.9,8,50.3
8150,Tilia x europaea,61.8,15,4.5,8,50.3
8151,Tilia x europaea,38.2,12,3.6,8,50.3
8152,Tilia x europaea,79.09999999999999,15,4.5,9,63.6
8153,Tilia x europaea,17.9,10,3,7,38.5
8155,Tilia x europaea,7.1,5,1.5,3,7.1
8156,Tilia x europaea,9,7,2.1,4,12.6
8157,Tilia x europaea,70.3,18,5.4,8,50.3
8158,Tilia x europaea,88.2,15,4.5,8,50.3
8159,Tilia x europaea,9,7,2.1,4,12.6
8160,Tilia x europaea,17.9,12,3.6,7,38.5
8161,Tilia x europaea,9,7,2.1,4,12.6
8163,Tilia x europaea,79.09999999999999,15,4.5,8,50.3
8164,Tilia x europaea,61.8,15,4.5,8,50.3
8165,Tilia x europaea,79.09999999999999,15,4.5,8,50.3
8166,Tilia x europaea,7.1,7,2.1,4,12.6
8167,Tilia x europaea,97.5,15,4.5,10,78.5
8168,Tilia x europaea,79.09999999999999,15,4.5,8,50.3
8169,Tilia x europaea,31,10,3,8,50.3
8170,Tilia x europaea,45.7,12,3.6,8,50.3
8171,Tilia x europaea,97.5,15,4.5,8,50.3
8172,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8173,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8174,Tilia x europaea,9,7,2.1,4,12.6
8175,Tilia x europaea,97.5,12,3.6,8,50.3
8176,Tilia x europaea,79.09999999999999,16,4.8,8,50.3
8177,Tilia x europaea,31,12,3.6,8,50.3
8178,Tilia x europaea,61.8,12,3.6,7,38.5
8179,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8180,Tilia x europaea,79.09999999999999,16,4.8,8,50.3
8181,Tilia x europaea,79.09999999999999,10,3,7,38.5
8182,Tilia x europaea,79.09999999999999,15,4.5,8,50.3
8183,Tilia x europaea,116.8,16,4.8,10,78.5
8184,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8186,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8189,Tilia x europaea,61.8,12,3.6,8,50.3
8191,Tilia x europaea,45.7,10,3,8,50.3
8192,Tilia x europaea,45.7,16,4.8,8,50.3
8193,Tilia x europaea,9,5,1.5,4,12.6
8194,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8195,Tilia x europaea,7.1,4,1.2,1,0.8
8196,Tilia x europaea,97.5,10,3,10,78.5
8197,Tilia x europaea,5.2,4,1.2,1,0.8
8198,Tilia x europaea,12.2,6,1.8,2,3.1
8199,Tilia x europaea,79.09999999999999,15,4.5,9,63.6
8200,Tilia x europaea,12.2,7,2.1,3,7.1
8201,Tilia x europaea,97.5,15,4.5,12,113.1
8202,Tilia x europaea,70.3,12,3.6,8,50.3
8203,Tilia x europaea,9,6,1.8,4,12.6
8205,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8206,Tilia x europaea,97.5,15,4.5,10,78.5
8207,Tilia x europaea,45.7,17,5.1,7,38.5
8208,Tilia x europaea,79.09999999999999,18,5.4,10,78.5
8209,Tilia x europaea,97.5,15,4.5,8,50.3
8210,Tilia x europaea,79.09999999999999,18,5.4,10,78.5
8212,Tilia x europaea,9,7,2.1,4,12.6
8217,Tilia x europaea,97.5,12,3.6,9,63.6
8219,Tilia x europaea,116.8,15,4.5,9,63.6
8222,Tilia x europaea,61.8,15,4.5,9,63.6
8223,Tilia x europaea,12.2,7,2.1,6,28.3
8224,Tilia x europaea,5.2,6,1.8,2,3.1
8225,Tilia x europaea,12.2,7,2.1,4,12.6
8227,Tilia x europaea,3.6,4,1.2,1,0.8
8228,Tilia x europaea,79.09999999999999,12,3.6,8,50.3
8229,Tilia x europaea,31,10,3,6,28.3
8231,Tilia x europaea,3.6,4,1.2,1,0.8
8232,Tilia x europaea,15.6,7,2.1,5,19.6
8233,Tilia x europaea,61.8,15,4.5,7,38.5
8234,Acer campestre,10,6,1.8,4,12.6
8235,Acer campestre,7.2,5,1.5,3.5,9.6
8236,Acer campestre,5.6,4.5,1.3,2.5,4.9
8237,Acer campestre,4.4,4.5,1.3,2,3.1
8240,Acer campestre,2.8,7,2.1,6,28.3
8241,Acer campestre,9.800000000000001,6,1.8,6,28.3
8242,Acer campestre,2.6,3.5,1,2,3.1
8243,Acer campestre,2.6,3,0.9,2,3.1
8244,Acer campestre,2.9,3,0.9,2,3.1
8245,Acer campestre,7.4,6,1.8,4,12.6
8246,Acer campestre,5.2,4.5,1.3,2.5,4.9
8247,Acer campestre,9.9,7,2.1,6,28.3
8248,Acer campestre,5.9,7,2.1,3,7.1
8250,Acer campestre,6.4,5,1.5,3,7.1
8251,Acer campestre,9.800000000000001,4.5,1.3,4.5,15.9
8252,Acer campestre,2.6,3,0.9,2,3.1
8254,Acer campestre,9,5.5,1.7,4,12.6
8255,Acer campestre,10.8,6,1.8,4.5,15.9
8256,Acer campestre,10.1,5.5,1.7,4.5,15.9
8257,Acer campestre,10.7,5.5,1.7,5,19.6
8258,Acer campestre,1.4,2.5,0.8,1.5,1.8
8259,Acer campestre,1.6,2.5,0.8,1.5,1.8
8260,Acer campestre,6,4.5,1.3,3,7.1
8261,Acer campestre,7,6,1.8,6.5,33.2
8262,Acer campestre,6.9,5,1.5,6,28.3
8263,Acer campestre,5.4,3.5,1,3,7.1
8264,Acer campestre,6.8,4,1.2,3.5,9.6
8265,Tilia x europaea,70.3,15,4.5,8,50.3
8266,Tilia x europaea,61.8,14,4.2,8,50.3
8267,Aesculus hippocastanum,30.7,10,3,5,19.6
8268,Populus nigra,52,25,7.5,8,50.3
8269,Acer campestre,11.1,8,2.4,8,50.3
8270,Acer campestre,10.2,10,3,8,50.3
8271,Acer campestre,7.5,7,2.1,6,28.3
8274,Acer campestre,7.4,10,3,10,78.5
8275,Acer campestre,9.199999999999999,10,3,7,38.5
8276,Acer campestre,6.9,9,2.7,6,28.3
8277,Acer campestre,10.3,8,2.4,9,63.6
8278,Acer campestre,7.9,10,3,6,28.3
8279,Acer campestre,8.199999999999999,6,1.8,6,28.3
8280,Acer campestre,8.4,7,2.1,5,19.6
8282,Acer campestre,7.2,8,2.4,6,28.3
8283,Acer campestre,9.9,8,2.4,8,50.3
8284,Acer campestre,10.1,8,2.4,8,50.3
8285,Aesculus hippocastanum,30.5,9,2.7,7,38.5
