Tree ID,Name,Oxygen_Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
8286,Aesculus hippocastanum,35.5,8,2.4,7,38.5
8288,Acer campestre,9.699999999999999,9,2.7,8,50.3
8289,Aesculus hippocastanum,20.8,7,2.1,4,12.6
8290,Aesculus hippocastanum,35.3,7,2.1,6,28.3
8291,Acer campestre,10.5,9,2.7,8,50.3
8292,Aesculus hippocastanum,72.5,12,3.6,8,50.3
8293,Acer campestre,6.1,6,1.8,4,12.6
8294,Acer campestre,4.9,5,1.5,3,7.1
8295,Aesculus hippocastanum,36.1,12,3.6,6,28.3
8296,Acer campestre,8.5,8,2.4,6,28.3
8297,Aesculus hippocastanum,30.8,11,3.3,6,28.3
8298,Acer campestre,9.199999999999999,10,3,7,38.5
8299,Aesculus hippocastanum,16.7,8,2.4,6,28.3
8300,Acer campestre,7.1,7,2.1,3,7.1
8302,Acer campestre,3.1,14,4.2,10,78.5
8303,Aesculus hippocastanum,41.6,12,3.6,10,78.5
8304,Acer campestre,2,3,0.9,1,0.8
8305,Aesculus hippocastanum,12.6,6,1.8,4,12.6
8306,Acer campestre,2.3,4,1.2,3,7.1
8307,Aesculus hippocastanum,21,8,2.4,4,12.6
8308,Acer campestre,3.3,4,1.2,3,7.1
8309,Aesculus hippocastanum,26.1,12,3.6,8,50.3
8310,Acer campestre,1.4,4,1.2,1,0.8
8311,Acer campestre,1.4,4,1.2,2,3.1
8312,Acer campestre,1.4,3,0.9,1,0.8
8313,Aesculus hippocastanum,25.3,7,2.1,4,12.6
8314,Acer campestre,4.5,5,1.5,2,3.1
8315,Aesculus hippocastanum,16.5,6,1.8,4,12.6
8316,Acer campestre,1.4,3,0.9,2,3.1
8317,Aesculus hippocastanum,47.3,12,3.6,8,50.3
8318,Acer campestre,2.3,3,0.9,3,7.1
8319,Aesculus hippocastanum,8,7,2.1,3,7.1
8320,Aesculus hippocastanum,47.7,14,4.2,8,50.3
8321,Aesculus hippocastanum,46.9,10,3,8,50.3
8322,Aesculus hippocastanum,26.1,12,3.6,8,50.3
8323,Aesculus hippocastanum,46.9,10,3,8,50.3
8324,Aesculus hippocastanum,47.3,12,3.6,10,78.5
8325,Aesculus hippocastanum,47.3,12,3.6,8,50.3
8326,Aesculus hippocastanum,47.3,12,3.6,8,50.3
8327,Aesculus hippocastanum,66.3,14,4.2,10,78.5
8328,Aesculus hippocastanum,66.3,14,4.2,12,113.1
8329,Aesculus hippocastanum,59.5,12,3.6,12,113.1
8330,Aesculus hippocastanum,36,11,3.3,8,50.3
8331,Platanus x hispanica,1.8,38,11.4,25,490.9
8332,Populus nigra,33.2,13,3.9,11,95
8333,Populus nigra,51.5,17,5.1,6,28.3
8334,Robinia pseudoacacia,25.8,7,2.1,6,28.3
8335,Populus nigra,43.9,11,3.3,8,50.3
8337,Populus nigra,40.6,17,5.1,7,38.5
8338,Populus nigra,64.3,12,3.6,7,38.5
8339,Populus,142.9,18,5.4,6,28.3
8340,Populus,128.8,18,5.4,6,28.3
8341,Populus,13.8,18,5.4,8,50.3
8342,Populus nigra,8.5,60,18,4,12.6
8343,Tilia cordata,5.6,4.5,1.3,3,7.1
8344,Acer campestre,6.4,5,1.5,6,28.3
8345,Parrotia persica,2.4,3,0.9,2,3.1
8346,Parrotia persica,2.4,3,0.9,1,0.8
8347,Parrotia persica,2.4,3.5,1,1,0.8
8348,Parrotia persica,1.7,3.5,1,1,0.8
8349,Parrotia persica,2.1,3.5,1,1,0.8
8350,Parrotia persica,1.7,3.5,1,1,0.8
8351,Parrotia persica,1.7,3.5,1,1,0.8
8352,Parrotia persica,1.7,3.5,1,1,0.8
8353,Tilia cordata,10.7,7,2.1,7,38.5
8354,Parrotia persica,2.1,3.5,1,1,0.8
8355,Parrotia persica,3.6,3.5,1,3,7.1
8356,Parrotia persica,3.6,3.5,1,3,7.1
8357,Parrotia persica,3.2,3.5,1,4.5,15.9
8358,Parrotia persica,2.8,3,0.9,2.5,4.9
8359,Parrotia persica,2.4,4,1.2,2.5,4.9
8360,Parrotia persica,3.2,4,1.2,2.5,4.9
8361,Parrotia persica,2.8,3.5,1,2.5,4.9
8362,Parrotia persica,2.8,3.5,1,2.5,4.9
8363,Parrotia persica,1.7,3,0.9,1,0.8
8364,Parrotia persica,2.1,3,0.9,1,0.8
8365,Parrotia persica,2.1,3,0.9,1,0.8
8366,Fraxinus angustifolia,2.1,4.5,1.3,1.5,1.8
8367,Parrotia persica,1.7,3.5,1,1,0.8
8368,Parrotia persica,1.7,3.5,1,1,0.8
8369,Fraxinus angustifolia,2.1,4.5,1.3,1.5,1.8
8370,Parrotia persica,1.7,3.5,1,1,0.8
8371,Parrotia persica,1.7,3.5,1,1,0.8
8372,Parrotia persica,1.7,3.5,1,1,0.8
8373,Parrotia persica,2.8,4,1.2,5,19.6
8374,Parrotia persica,2.1,3.5,1,1,0.8
8375,Parrotia persica,1.7,3.5,1,1,0.8
8376,Parrotia persica,1.7,3.5,1,1,0.8
8377,Parrotia persica,2.1,3.5,1,1,0.8
8378,Parrotia persica,2.1,3.5,1,1,0.8
8379,Acer negundo,11.2,6,1.8,6,28.3
8380,Acer negundo,15.4,7,2.1,6,28.3
8381,Acer negundo,9.300000000000001,6,1.8,6,28.3
8382,Acer negundo,9.300000000000001,6,1.8,6,28.3
8383,Acer negundo,20.5,10,3,12,113.1
8384,Acer negundo,14.7,7,2.1,6,28.3
8385,Acer negundo,7.4,5,1.5,4,12.6
8386,Acer negundo,14.5,9,2.7,7,38.5
8387,Acer negundo,23.5,10,3,11,95
8388,Parrotia persica,1.7,3,0.9,1,0.8
8389,Parrotia persica,2.1,3.5,1,2,3.1
8390,Acer negundo,12.8,11,3.3,7,38.5
8391,Acer negundo,13.3,10,3,7,38.5
8392,Acer negundo,25.1,10,3,7,38.5
8393,Acer negundo,3.5,3.5,1,2,3.1
8394,Acer negundo,19.5,9,2.7,6,28.3
8395,Acer negundo,9.1,8,2.4,5,19.6
8396,Acer negundo,12.9,8,2.4,5,19.6
8397,Acer negundo,18.7,9,2.7,6,28.3
8398,Acer negundo,17.3,9,2.7,6,28.3
8400,Parrotia persica,4.1,3.5,1,2,3.1
8401,Parrotia persica,2.4,3.5,1,2,3.1
8402,Acer negundo,25.1,10,3,8,50.3
8403,Acer negundo,16.1,10,3,8,50.3
8404,Acer negundo,31.6,10,3,8,50.3
8405,Acer negundo,17,11,3.3,8,50.3
8406,Acer negundo,11.3,10,3,6,28.3
8407,Acer negundo,12,10,3,6,28.3
8408,Acer negundo,10.7,10,3,6,28.3
8409,Acer negundo,16.3,11,3.3,6,28.3
8410,Parrotia persica,2.1,4,1.2,1,0.8
8411,Acer negundo,17.5,10,3,7,38.5
8412,Acer negundo,22.3,11,3.3,9,63.6
8413,Acer negundo,20.7,11,3.3,8,50.3
8414,Acer negundo,21.5,11,3.3,8,50.3
8415,Acer negundo,21.5,11,3.3,8,50.3
8416,Acer negundo,9.699999999999999,8,2.4,5,19.6
8417,Acer negundo,25.7,12,3.6,8,50.3
8418,Acer negundo,25.4,11,3.3,8,50.3
8419,Tilia cordata,8.6,10,3,6,28.3
8420,Tilia cordata,5.1,6,1.8,4,12.6
8421,Tilia cordata,5.1,5,1.5,4,12.6
8422,Tilia cordata,7,6,1.8,5,19.6
8424,Tilia cordata,6.5,6,1.8,4,12.6
8425,Tilia cordata,5.6,7,2.1,4,12.6
8426,Acer negundo,33.3,10,3,8,50.3
8427,Tilia cordata,6.5,6,1.8,4,12.6
8429,Acer negundo,42.2,11,3.3,6,28.3
8430,Parrotia persica,2.8,3.5,1,2.5,4.9
8431,Acer negundo,51.2,11,3.3,8,50.3
8432,Tilia cordata,6,8,2.4,4,12.6
8433,Acer negundo,41.9,10,3,8,50.3
8434,Acer negundo,12.2,8,2.4,5,19.6
8436,Acer negundo,5.6,4,1.2,4,12.6
8437,Tilia cordata,4.7,6,1.8,4,12.6
8438,Tilia cordata,6.5,6,1.8,4,12.6
8439,Parrotia persica,2.1,3,0.9,2,3.1
8440,Acer negundo,8.699999999999999,6,1.8,4,12.6
8441,Acer negundo,36.7,10,3,8,50.3
8442,Tilia cordata,5.6,6,1.8,4,12.6
8443,Parrotia persica,2.1,3,0.9,2,3.1
8444,Tilia cordata,5.6,6,1.8,4,12.6
8445,Tilia cordata,5.6,6,1.8,4,12.6
8447,Tilia cordata,6,8,2.4,6,28.3
8448,Acer negundo,6.4,6,1.8,3,7.1
8449,Tilia cordata,6.5,7,2.1,5,19.6
8450,Parrotia persica,2.1,3,0.9,1,0.8
8451,Tilia cordata,5.1,6,1.8,4,12.6
8452,Acer negundo,21.2,10,3,8,50.3
8453,Acer negundo,34.2,13,3.9,10,78.5
8455,Tilia cordata,2.6,3,0.9,2,3.1
8456,Parrotia persica,1.4,3,0.9,1,0.8
8457,Parrotia persica,2.1,3,0.9,1.5,1.8
8458,Parrotia persica,1.7,3,0.9,1.5,1.8
8459,Parrotia persica,1.4,3,0.9,1,0.8
8460,Parrotia persica,1.7,3,0.9,1,0.8
8461,Parrotia persica,1.7,3,0.9,1,0.8
8462,Parrotia persica,1.7,3,0.9,1,0.8
8463,Parrotia persica,2.4,3,0.9,1,0.8
8464,Parrotia persica,2.1,3,0.9,1,0.8
8465,Parrotia persica,2.4,3,0.9,1,0.8
8466,Platanus x acerifolia 'Bloodgood',68.40000000000001,20,6,12,113.1
8467,Platanus x acerifolia 'Bloodgood',75.40000000000001,22,6.6,12,113.1
8468,Platanus x acerifolia 'Bloodgood',75.40000000000001,24,7.2,10,78.5
8469,Platanus x acerifolia 'Bloodgood',93.09999999999999,24,7.2,14,153.9
8470,Platanus x acerifolia 'Bloodgood',48.2,20,6,10,78.5
8471,Platanus x acerifolia 'Bloodgood',36,18,5.4,8,50.3
8472,Platanus,48.2,18,5.4,8,50.3
8473,Platanus x acerifolia 'Bloodgood',39.5,20,6,10,78.5
8474,Platanus x acerifolia 'Bloodgood',82.59999999999999,25,7.5,12,113.1
8475,Platanus x acerifolia 'Bloodgood',10.1,12,3.6,5,19.6
8476,Platanus x acerifolia 'Bloodgood',5,25,7.5,20,314.2
8477,Platanus x acerifolia 'Bloodgood',82.59999999999999,24,7.2,10,78.5
8478,Platanus x acerifolia 'Bloodgood',61.5,20,6,10,78.5
8479,Platanus x acerifolia 'Bloodgood',61.5,20,6,10,78.5
8480,Platanus x acerifolia 'Bloodgood',11.4,26,7.8,20,314.2
8481,Platanus x acerifolia 'Bloodgood',68.40000000000001,20,6,12,113.1
8482,Platanus x acerifolia 'Bloodgood',82.59999999999999,22,6.6,10,78.5
8483,Platanus,97.3,23,6.9,20,314.2
8484,Magnolia x soulangeana,2,4.5,1.3,1.5,1.8
8485,Magnolia grandiflora,1.6,4.5,1.3,1.5,1.8
8486,Platanus x acerifolia 'Bloodgood',64.90000000000001,20,6,6.5,33.2
8487,Acer pseudoplatanus,30.9,16,4.8,8,50.3
8488,Davidia involucrata,8.4,8,2.4,6,28.3
8489,Ulmus,90.8,18,5.4,14,153.9
8490,Ulmus,20.3,18,5.4,10,78.5
8491,Platanus,68.40000000000001,20,6,12,113.1
8492,Platanus,68.40000000000001,20,6,12,113.1
8493,Platanus,24.9,10,3,8,50.3
8494,Platanus,80.2,22,6.6,20,314.2
8495,Platanus,87.40000000000001,22,6.6,18,254.5
8496,Platanus,2,4,1.2,2,3.1
8497,Platanus,89.90000000000001,22,6.6,14,153.9
8498,Platanus,97.2,20,6,14,153.9
8499,Platanus,68.40000000000001,22,6.6,15,176.7
8500,Platanus,97.2,22,6.6,18,254.5
8501,Platanus,97.2,22,6.6,15,176.7
8502,Platanus,75.40000000000001,20,6,18,254.5
8503,Platanus,82.59999999999999,22,6.6,16,201.1
8504,Platanus,68.40000000000001,20,6,12,113.1
8505,Platanus,75.40000000000001,22,6.6,16,201.1
8506,Platanus,93.09999999999999,18,5.4,16,201.1
8507,Platanus,68.40000000000001,20,6,16,201.1
8508,Platanus,75.40000000000001,20,6,18,254.5
8509,Platanus,75.40000000000001,20,6,14,153.9
8510,Platanus,6.5,20,6,14,153.9
8511,Platanus,5.2,4,1.2,3,7.1
8512,Platanus,36,12,3.6,10,78.5
8513,Platanus,97.3,20,6,14,153.9
8514,Aesculus hippocastanum,4.4,4,1.2,2,3.1
8516,Aesculus hippocastanum,3.9,4,1.2,2,3.1
8517,Aesculus hippocastanum,36.1,12,3.6,10,78.5
8518,Aesculus hippocastanum,4.4,4,1.2,2,3.1
8519,Aesculus hippocastanum,2.9,3,0.9,1.3,1.3
8520,Aesculus hippocastanum,53.5,13,3.9,10,78.5
8521,Aesculus hippocastanum,3.4,4,1.2,2,3.1
8522,Aesculus hippocastanum,8.4,5,1.5,4,12.6
8523,Aesculus hippocastanum,15.1,8,2.4,7,38.5
8524,Aesculus hippocastanum,35.6,9,2.7,8,50.3
8525,Aesculus hippocastanum,15.1,8,2.4,6,28.3
8526,Aesculus hippocastanum,19.5,10,3,8,50.3
8527,Aesculus hippocastanum,47.3,12,3.6,8,50.3
8528,Aesculus hippocastanum,3.9,4,1.2,2,3.1
8529,Aesculus hippocastanum,33.5,9,2.7,6,28.3
8530,Aesculus hippocastanum,3.8,3.5,1,2,3.1
8531,Aesculus hippocastanum,4.4,4,1.2,2,3.1
8532,Aesculus hippocastanum,9.199999999999999,6,1.8,4,12.6
8533,Aesculus hippocastanum,25.5,8,2.4,8,50.3
8535,Aesculus hippocastanum,2.9,3,0.9,1,0.8
8536,Aesculus hippocastanum,3.4,3.5,1,2,3.1
8538,Aesculus hippocastanum,2,3,0.9,1,0.8
8539,Aesculus hippocastanum,44.6,10,3,11,95
8540,Aesculus hippocastanum,3.3,3,0.9,2,3.1
8541,Aesculus hippocastanum,3.4,3.5,1,2,3.1
8542,Aesculus hippocastanum,29.3,8,2.4,12,113.1
8544,Aesculus hippocastanum,79.5,13,3.9,12,113.1
8545,Aesculus hippocastanum,65.90000000000001,12,3.6,12,113.1
8546,Aesculus hippocastanum,7.9,6,1.8,4,12.6
8547,Aesculus hippocastanum,9.300000000000001,7,2.1,4,12.6
8548,Aesculus hippocastanum,35.5,8,2.4,10,78.5
8549,Aesculus hippocastanum,30.2,7,2.1,8,50.3
8550,Aesculus hippocastanum,4.4,4,1.2,3,7.1
8551,Aesculus hippocastanum,11.9,6,1.8,4,12.6
8552,Aesculus hippocastanum,21,8,2.4,6,28.3
8553,Aesculus hippocastanum,7.8,5,1.5,4,12.6
8554,Aesculus hippocastanum,35.6,9,2.7,10,78.5
8555,Aesculus hippocastanum,8.6,7,2.1,4,12.6
8556,Aesculus hippocastanum,3.8,3,0.9,2,3.1
8557,Aesculus hippocastanum,15,7,2.1,6,28.3
8558,Aesculus hippocastanum,15,7,2.1,5,19.6
8559,Aesculus hippocastanum,27.5,9,2.7,10,78.5
8560,Aesculus hippocastanum,3.4,3.5,1,1,0.8
8561,Aesculus hippocastanum,3.8,3.5,1,2,3.1
8562,Aesculus hippocastanum,5.4,4,1.2,2,3.1
8563,Aesculus hippocastanum,46.9,10,3,12,113.1
8564,Aesculus hippocastanum,2.9,3.5,1,1.5,1.8
8565,Aesculus hippocastanum,46.9,10,3,10,78.5
8566,Aesculus hippocastanum,46.9,10,3,10,78.5
8567,Aesculus hippocastanum,18.5,9,2.7,7,38.5
8568,Aesculus hippocastanum,52.9,10,3,10,78.5
8569,Aesculus hippocastanum,72,10,3,12,113.1
8570,Aesculus hippocastanum,25.6,9,2.7,10,78.5
8571,Aesculus hippocastanum,25.6,9,2.7,10,78.5
8572,Aesculus hippocastanum,35.8,10,3,10,78.5
8573,Aesculus hippocastanum,41.2,10,3,11,95
8574,Aesculus hippocastanum,2.9,3.5,1,1.5,1.8
8575,Aesculus hippocastanum,2.9,3.5,1,1.5,1.8
8576,Aesculus hippocastanum,46.9,10,3,11,95
8577,Aesculus hippocastanum,47.1,11,3.3,12,113.1
8578,Aesculus hippocastanum,3.4,4,1.2,2,3.1
8579,Aesculus hippocastanum,59.3,11,3.3,11,95
8580,Aesculus hippocastanum,59.3,11,3.3,11,95
8581,Fraxinus excelsior,11.7,7,2.1,5,19.6
8582,Fraxinus excelsior,12.2,6.5,1.9,8,50.3
8583,Fraxinus excelsior,7.6,6,1.8,4,12.6
8584,Fraxinus angustifolia,2.1,4.5,1.3,2,3.1
8585,Fraxinus angustifolia,1.8,4,1.2,1,0.8
8586,Fraxinus angustifolia,2.5,5,1.5,1.8,2.5
8587,Fraxinus ornus,5.6,5,1.5,4,12.6
8588,Fraxinus angustifolia,2.1,3.5,1,1.8,2.5
8589,Fraxinus angustifolia,1.8,3.5,1,1.6,2
8590,Fraxinus angustifolia,2.1,4,1.2,1.6,2
8591,Fraxinus ornus,6.9,5,1.5,4,12.6
8592,Fraxinus ornus,4.6,5,1.5,3.5,9.6
8593,Fraxinus angustifolia,1.8,3.5,1,1.8,2.5
8594,Fraxinus angustifolia,2.7,4.5,1.3,2,3.1
8595,Fraxinus ornus,6.1,4,1.2,4,12.6
8596,Fraxinus angustifolia,2.1,4,1.2,2,3.1
8597,Fraxinus angustifolia,2.9,4.8,1.4,4,12.6
8598,Fraxinus angustifolia,2.6,5,1.5,3.8,11.3
8599,Fraxinus angustifolia,2.8,5,1.5,3,7.1
8600,Fraxinus ornus,11.7,6,1.8,4.5,15.9
8601,Fraxinus angustifolia,1.9,3.5,1,1.5,1.8
8602,Fraxinus ornus,4.6,4,1.2,3,7.1
8603,Fraxinus ornus,5.4,4,1.2,3,7.1
8604,Fraxinus ornus,5.3,4,1.2,4,12.6
8605,Fraxinus ornus,7.6,4,1.2,4,12.6
8606,Aesculus hippocastanum,4.4,4,1.2,2,3.1
8607,Aesculus hippocastanum,59.3,11,3.3,11,95
8608,Aesculus hippocastanum,3.4,3.5,1,2,3.1
8609,Aesculus hippocastanum,47.1,11,3.3,11,95
8610,Aesculus hippocastanum,72.3,11,3.3,12,113.1
8611,Aesculus hippocastanum,59.5,12,3.6,12,113.1
8612,Aesculus hippocastanum,59.5,12,3.6,12,113.1
8613,Aesculus hippocastanum,10.7,8,2.4,5,19.6
8614,Aesculus hippocastanum,79.3,12,3.6,12,113.1
8615,Aesculus hippocastanum,3.8,3.5,1,2,3.1
8616,Aesculus hippocastanum,59.3,11,3.3,11,95
8617,Aesculus hippocastanum,59.3,11,3.3,11,95
8618,Aesculus hippocastanum,4.3,3,0.9,2,3.1
8619,Aesculus hippocastanum,72.5,12,3.6,13,132.7
8620,Aesculus hippocastanum,59.5,12,3.6,12,113.1
8621,Carpinus betulus,9.5,6,1.8,4,12.6
8623,Fraxinus excelsior,7.9,8,2.4,6,28.3
8624,Fraxinus excelsior,10,9,2.7,7,38.5
8625,Carpinus betulus,14.9,6,1.8,5,19.6
8626,Carpinus betulus,12.8,8,2.4,5,19.6
8627,Carpinus betulus,10.4,9,2.7,3,7.1
8628,Carpinus betulus,1.3,8,2.4,5,19.6
8629,Carpinus betulus,16.6,9,2.7,8,50.3
8630,Carpinus betulus,16.9,9,2.7,7,38.5
8631,Carpinus betulus,8.9,6,1.8,5,19.6
8632,Carpinus betulus,11,7,2.1,6,28.3
8633,Fraxinus excelsior,14,8,2.4,6,28.3
8634,Carpinus betulus,8.9,8,2.4,5,19.6
8635,Fraxinus excelsior,12.9,10,3,7,38.5
8636,Carpinus betulus,13,8,2.4,6,28.3
8637,Fraxinus excelsior,9.4,8,2.4,5,19.6
8638,Fraxinus excelsior,10.2,8,2.4,6,28.3
8639,Fraxinus excelsior,12.1,9,2.7,6,28.3
8640,Carpinus betulus,17.5,12,3.6,8,50.3
8641,Fraxinus excelsior,18.5,11,3.3,9,63.6
8642,Fraxinus excelsior,12.7,10,3,7,38.5
8643,Fraxinus excelsior,11.8,9,2.7,6,28.3
8644,Carpinus betulus,11,8,2.4,4,12.6
8645,Carpinus betulus,9.300000000000001,7,2.1,4.5,15.9
8646,Carpinus betulus,4.6,4,1.2,3,7.1
8647,Carpinus betulus,12.6,7,2.1,5,19.6
8648,Pterocarya rhoifolia,2,3.5,1,2,3.1
8649,Pterocarya rhoifolia,2,3.5,1,2,3.1
8650,Pterocarya rhoifolia,2,3.5,1,2,3.1
8651,Clerodendrum trichotomum,7.7,3.5,1,4,12.6
8652,Clerodendrum trichotomum,9.199999999999999,4,1.2,4,12.6
8653,Clerodendrum trichotomum,4.7,3.5,1,2,3.1
8654,Clerodendrum trichotomum,7.7,3.5,1,3,7.1
8655,Clerodendrum trichotomum,8.6,4,1.2,3,7.1
8656,Clerodendrum trichotomum,8.300000000000001,4,1.2,3,7.1
8657,Clerodendrum trichotomum,11.4,4,1.2,3,7.1
8658,Clerodendrum trichotomum,9.199999999999999,3,0.9,3,7.1
8659,Clerodendrum trichotomum,11.4,4,1.2,4,12.6
8660,Clerodendrum trichotomum,10.1,4,1.2,4,12.6
8661,Clerodendrum trichotomum,8.9,4.5,1.3,4,12.6
8662,Fraxinus angustifolia,11.3,7,2.1,6,28.3
8663,Fraxinus angustifolia,14,8,2.4,8,50.3
8664,Fraxinus angustifolia,9.300000000000001,6,1.8,7,38.5
8665,Fraxinus angustifolia,6.4,5,1.5,5,19.6
8666,Fraxinus angustifolia,14,7,2.1,6,28.3
8669,Ligustrum japonicum,8.300000000000001,3.5,1,3,7.1
8670,Ligustrum japonicum,10.8,4,1.2,3.5,9.6
8671,Ligustrum japonicum,6.5,3,0.9,3,7.1
8672,Ligustrum japonicum,12.4,4,1.2,4,12.6
8673,Ligustrum japonicum,4.1,2.5,0.8,1.5,1.8
8674,Ligustrum japonicum,9.9,3,0.9,3.5,9.6
8675,Ligustrum japonicum,8.4,4,1.2,3.5,9.6
8676,Ligustrum japonicum,8.1,4,1.2,4,12.6
8677,Ligustrum japonicum,7.3,4,1.2,3.5,9.6
8678,Liquidambar styraciflua,5.7,9,2.7,4,12.6
8679,Liquidambar styraciflua,3.4,8,2.4,6,28.3
8680,Liquidambar styraciflua,4.3,9,2.7,4,12.6
8682,Parrotia persica,1.3,3,0.9,1.5,1.8
8683,Liquidambar styraciflua,4.2,5,1.5,3.5,9.6
8684,Liquidambar styraciflua,5.7,7,2.1,6,28.3
8685,Liquidambar styraciflua,3.6,5,1.5,5,19.6
8686,Liquidambar styraciflua,4.6,7,2.1,5,19.6
8687,Liquidambar styraciflua,6.1,8,2.4,6,28.3
8688,Liquidambar styraciflua,3.9,7,2.1,5,19.6
8689,Liquidambar styraciflua,5.3,7,2.1,6,28.3
8690,Liquidambar styraciflua,6.6,9,2.7,6,28.3
8691,Fagus sylvatica,14,7,2.1,3,7.1
8692,Fagus sylvatica,14,8,2.4,3,7.1
8693,Acer rubrum,7.2,7,2.1,3,7.1
8694,Acer saccharinum,5.4,7,2.1,4,12.6
8695,Acer rubrum,4.5,8,2.4,2,3.1
8696,Acer saccharinum,22.5,13,3.9,9,63.6
8697,Acer rubrum,5.4,6,1.8,3,7.1
8699,Acer rubrum,6.5,6,1.8,3,7.1
8700,Acer rubrum,11.2,7,2.1,5,19.6
8701,Acer campestre,5.5,7,2.1,6,28.3
8702,Acer rubrum,11.2,9,2.7,6,28.3
8703,Acer campestre,6.5,9,2.7,7,38.5
8704,Acer campestre,4.2,7,2.1,6,28.3
8706,Acer saccharinum,29.4,16,4.8,8,50.3
8707,Acer campestre,3.8,8,2.4,6,28.3
8708,Tilia cordata,2.2,5,1.5,2,3.1
8709,Acer saccharinum,14.4,15,4.5,5,19.6
8710,Tilia cordata,37,15,4.5,9,63.6
8711,Acer saccharinum,35.1,16,4.8,11,95
8712,Acer rubrum,6.8,10,3,4,12.6
8713,Acer rubrum,8.800000000000001,10,3,9,63.6
8714,Tilia cordata,33.2,20,6,7,38.5
8715,Acer saccharinum,28.3,13,3.9,8,50.3
8716,Tilia cordata,33.2,15,4.5,6,28.3
8717,Tilia cordata,3,4,1.2,3,7.1
8718,Acer saccharinum,27.9,14,4.2,10,78.5
8719,Tilia cordata,2.6,3.5,1,2.5,4.9
8720,Tilia cordata,34.7,15,4.5,7,38.5
8721,Tilia cordata,33.2,18,5.4,6,28.3
8722,Tilia cordata,37,18,5.4,7,38.5
8723,Acer rubrum,4.9,7,2.1,3,7.1
8724,Tilia cordata,35.5,15,4.5,8,50.3
8725,Acer saccharinum,31.6,14,4.2,8,50.3
8726,Fagus sylvatica,14,4,1.2,1,0.8
8727,Tilia cordata,34.7,18,5.4,7,38.5
8728,Fagus sylvatica,14,4,1.2,1,0.8
8729,Tilia cordata,37,18,5.4,7,38.5
8730,Acer rubrum,8.5,11,3.3,7,38.5
8731,Acer platanoides,22.5,12,3.6,8,50.3
8732,Tilia cordata,33.2,19,5.7,6,28.3
8733,Acer saccharinum,18.1,11,3.3,9,63.6
8734,Tilia cordata,33.2,19,5.7,7,38.5
8735,Acer rubrum,5.6,5,1.5,3,7.1
8736,Tilia cordata,2.6,4,1.2,2.5,4.9
8737,Tilia cordata,33.2,21,6.3,8,50.3
8738,Acer campestre,3.2,6,1.8,4,12.6
8739,Acer saccharinum,20,15,4.5,8,50.3
8740,Acer saccharinum,18.3,14,4.2,6,28.3
8741,Tilia cordata,33.2,21,6.3,7,38.5
8742,Acer campestre,4,6,1.8,6,28.3
8743,Tilia cordata,33.2,21,6.3,7,38.5
8744,Acer saccharinum,15.6,9,2.7,8,50.3
8745,Acer campestre,5.4,7,2.1,6,28.3
8746,Acer rubrum,4.9,5,1.5,3,7.1
8747,Tilia cordata,3,4,1.2,3,7.1
8748,Acer rubrum,9.300000000000001,10,3,6,28.3
8749,Tilia cordata,37.8,21,6.3,9,63.6
8750,Acer saccharinum,5.5,8,2.4,6,28.3
8751,Acer saccharinum,11.9,10,3,5,19.6
8752,Acer saccharinum,13.4,10,3,6,28.3
8753,Acer rubrum,3.9,5,1.5,3,7.1
8754,Liriodendron tulipifera,13.7,8,2.4,4,12.6
8755,Fagus sylvatica,14,4,1.2,1,0.8
8756,Liriodendron tulipifera,13.7,10,3,4,12.6
8757,Liriodendron tulipifera,1.9,4,1.2,2,3.1
8758,Liriodendron tulipifera,2.8,6,1.8,2,3.1
8759,Liriodendron tulipifera,6.7,6,1.8,2.5,4.9
8760,Liriodendron tulipifera,6.7,6.5,1.9,3,7.1
8761,Robinia pseudoacacia,44,12,3.6,9,63.6
8762,Liriodendron tulipifera,3.3,5,1.5,2,3.1
8764,Liquidambar styraciflua,4.3,5.5,1.7,3,7.1
8765,Liquidambar styraciflua,3.2,4,1.2,2,3.1
8766,Liquidambar styraciflua,5.6,6,1.8,4,12.6
8767,Liquidambar styraciflua,6.6,6,1.8,4,12.6
8768,Liquidambar styraciflua,7.5,6,1.8,4,12.6
8769,Liquidambar styraciflua,7.5,6,1.8,4.5,15.9
8770,Liquidambar styraciflua,6.6,6,1.8,4,12.6
8774,Liquidambar styraciflua,3.2,5,1.5,2,3.1
8776,Liquidambar styraciflua,2.4,3,0.9,1.5,1.8
8777,Robinia pseudoacacia,24,9,2.7,8,50.3
8778,Liquidambar styraciflua,1.8,3,0.9,1.5,1.8
8779,Liquidambar styraciflua,4.8,4,1.2,2,3.1
8780,Liquidambar styraciflua,3.2,3,0.9,2,3.1
8781,Liquidambar styraciflua,4.3,4,1.2,2,3.1
8782,Liquidambar styraciflua,5.6,4,1.2,3,7.1
8783,Liriodendron tulipifera,2.8,3.5,1,1.5,1.8
8784,Liquidambar styraciflua,6.6,5,1.5,4,12.6
8785,Liquidambar styraciflua,4.3,4,1.2,3.5,9.6
8786,Liquidambar styraciflua,9.1,8,2.4,3,7.1
8787,Liriodendron tulipifera,3.3,4,1.2,2.5,4.9
8788,Liriodendron tulipifera,3.8,4,1.2,2,3.1
8790,Liquidambar styraciflua,11.9,7,2.1,4,12.6
8791,Liquidambar styraciflua,4.3,5,1.5,2,3.1
